"customerid","recencydays","totalorders","totalspent","customersegment"
15945,366,1,181.00,"Lost / Inactive"
15947,83,1,1708.24,"Lost / Inactive"
15948,9,2,955.24,"New / Recent Customers"
15949,17,2,364.72,"New / Recent Customers"
15950,32,4,1765.51,"Loyal Customers"
15951,9,2,708.22,"New / Recent Customers"
15952,34,4,806.57,"Loyal Customers"
15953,16,8,1659.38,"Champions"
15955,25,14,4416.26,"Champions"
15957,32,1,428.89,"Lost / Inactive"
15958,75,1,104.35,"Lost / Inactive"
15963,20,2,470.76,"New / Recent Customers"
15965,18,4,845.64,"Loyal Customers"
15967,24,2,418.83,"New / Recent Customers"
15969,3,3,666.10,"Loyal Customers"
15970,304,1,314.10,"Lost / Inactive"
15971,18,12,4199.85,"Champions"
15973,367,1,307.82,"Lost / Inactive"
15974,40,7,3442.15,"Loyal Customers"
15975,85,1,371.01,"Lost / Inactive"
15976,166,2,430.94,"At Risk Customers"
15977,18,2,1054.73,"New / Recent Customers"
15978,78,1,1098.78,"Lost / Inactive"
15980,89,3,2398.86,"Loyal Customers"
15981,25,8,3408.48,"Champions"
15983,23,4,1475.02,"Loyal Customers"
15984,3,10,2837.67,"Champions"
15985,124,2,1142.42,"At Risk Customers"
15986,31,1,168.12,"Lost / Inactive"
15987,13,7,1451.28,"Champions"
15988,20,1,158.03,"New / Recent Customers"
15990,45,2,792.11,"Lost / Inactive"
15992,4,1,41.99,"New / Recent Customers"
15993,9,7,2797.57,"Champions"
15994,55,1,427.07,"Lost / Inactive"
15996,89,6,1060.68,"Loyal Customers"
15998,37,5,3089.97,"Loyal Customers"
16000,3,3,12393.70,"Loyal Customers"
16003,30,5,2735.37,"Champions"
16005,13,4,615.39,"Loyal Customers"
16006,212,1,101.40,"Lost / Inactive"
16007,48,4,1701.94,"Loyal Customers"
16008,24,3,478.78,"Loyal Customers"
16009,23,4,992.71,"Loyal Customers"
16010,246,3,407.50,"Lost / Inactive"
16011,9,16,3362.71,"Champions"
16012,36,3,1415.29,"Loyal Customers"
16013,4,47,37130.60,"Champions"
16014,38,3,662.38,"Loyal Customers"
16015,4,3,705.39,"Loyal Customers"
16016,4,8,1508.76,"Champions"
16017,48,1,211.88,"Lost / Inactive"
16018,40,2,408.90,"Lost / Inactive"
16019,47,9,3786.24,"Loyal Customers"
16020,17,3,851.01,"Loyal Customers"
16022,261,1,628.28,"Lost / Inactive"
16023,47,3,719.81,"Loyal Customers"
16024,13,1,251.24,"New / Recent Customers"
16025,30,1,439.66,"New / Recent Customers"
16026,44,1,236.09,"Lost / Inactive"
16027,92,6,934.62,"At Risk Customers"
16029,39,63,81024.84,"Loyal Customers"
16030,310,1,331.24,"Lost / Inactive"
16031,93,2,548.94,"At Risk Customers"
16033,6,20,8816.40,"Champions"
16034,197,3,437.70,"Lost / Inactive"
16036,88,2,758.92,"Lost / Inactive"
16037,270,3,855.02,"Lost / Inactive"
16038,8,3,471.78,"Loyal Customers"
16040,66,3,1313.55,"Loyal Customers"
16041,31,3,3166.40,"Loyal Customers"
16042,23,5,1197.27,"Champions"
16043,38,4,773.99,"Loyal Customers"
16045,120,4,1340.70,"At Risk Customers"
16048,374,2,256.44,"Lost / Inactive"
16049,41,3,1111.79,"Loyal Customers"
16050,174,1,137.90,"At Risk Customers"
16052,55,1,362.06,"Lost / Inactive"
16053,33,2,1511.95,"Lost / Inactive"
16054,146,1,783.90,"At Risk Customers"
16055,221,1,134.80,"Lost / Inactive"
16056,46,1,664.85,"Lost / Inactive"
16057,17,7,2263.12,"Champions"
16059,66,6,1459.86,"Loyal Customers"
16062,10,4,1153.62,"Loyal Customers"
16063,261,1,335.32,"Lost / Inactive"
16065,366,1,372.09,"Lost / Inactive"
16066,17,5,1521.87,"Champions"
16070,23,2,852.15,"New / Recent Customers"
16071,45,1,326.24,"Lost / Inactive"
16072,289,1,584.32,"Lost / Inactive"
16073,298,1,122.40,"Lost / Inactive"
16076,4,10,2234.73,"Champions"
16078,284,1,79.20,"Lost / Inactive"
16079,17,3,1352.00,"Loyal Customers"
16080,82,2,217.16,"Lost / Inactive"
16081,57,5,2806.90,"Loyal Customers"
16083,101,2,1317.62,"At Risk Customers"
16084,300,1,436.18,"Lost / Inactive"
16085,24,5,981.51,"Champions"
16086,60,5,1121.39,"Loyal Customers"
16091,155,2,315.06,"At Risk Customers"
16092,115,3,817.86,"At Risk Customers"
16093,107,1,17.00,"At Risk Customers"
16094,12,4,1078.23,"Loyal Customers"
16096,265,1,320.62,"Lost / Inactive"
16097,241,1,185.05,"Lost / Inactive"
16098,88,7,2005.63,"Loyal Customers"
16099,51,3,731.90,"Loyal Customers"
16101,71,1,1290.70,"Lost / Inactive"
16102,43,3,1842.14,"Loyal Customers"
16103,8,6,1429.64,"Champions"
16104,62,1,302.36,"Lost / Inactive"
16105,249,1,336.96,"Lost / Inactive"
16106,66,1,108.38,"Lost / Inactive"
16107,18,7,3204.16,"Champions"
16108,85,1,842.50,"Lost / Inactive"
16109,219,2,611.88,"Lost / Inactive"
16110,46,3,1337.48,"Loyal Customers"
16112,144,4,195.74,"At Risk Customers"
16113,184,1,161.38,"Lost / Inactive"
16114,171,1,135.75,"At Risk Customers"
16115,10,8,1667.97,"Champions"
16116,212,1,612.78,"Lost / Inactive"
16117,190,1,232.21,"Lost / Inactive"
16119,9,2,423.36,"New / Recent Customers"
16120,60,4,1309.14,"Loyal Customers"
16121,58,2,867.11,"Lost / Inactive"
16122,74,4,684.42,"Loyal Customers"
16123,52,1,307.78,"Lost / Inactive"
16124,318,1,249.00,"Lost / Inactive"
16125,368,1,289.35,"Lost / Inactive"
16126,30,4,6287.77,"Loyal Customers"
16127,40,1,656.25,"Lost / Inactive"
16128,18,5,1880.22,"Champions"
16131,52,6,3506.54,"Loyal Customers"
16133,4,33,14589.04,"Champions"
16134,22,2,618.09,"New / Recent Customers"
16135,263,1,517.55,"Lost / Inactive"
16136,60,3,709.38,"Loyal Customers"
16139,19,3,635.41,"Loyal Customers"
16140,66,2,725.18,"Lost / Inactive"
16141,89,1,620.40,"Lost / Inactive"
16142,250,1,535.34,"Lost / Inactive"
16143,4,6,2424.94,"Champions"
16144,247,1,175.20,"Lost / Inactive"
16145,9,11,3799.49,"Champions"
16146,158,3,734.13,"At Risk Customers"
16147,134,1,375.00,"At Risk Customers"
16148,297,1,76.32,"Lost / Inactive"
16149,5,2,280.52,"New / Recent Customers"
16150,43,5,2053.02,"Loyal Customers"
16152,269,1,1829.04,"Lost / Inactive"
16153,50,5,1824.23,"Loyal Customers"
16156,9,9,3122.04,"Champions"
16157,16,3,656.69,"Loyal Customers"
16159,282,1,348.20,"Lost / Inactive"
16160,66,2,1025.44,"Lost / Inactive"
16161,2,19,5575.56,"Champions"
16162,253,1,37.40,"Lost / Inactive"
16163,233,2,856.60,"Lost / Inactive"
16164,18,3,822.48,"Loyal Customers"
16168,11,27,3787.60,"Champions"
16169,9,4,1822.97,"Loyal Customers"
16170,51,6,1885.05,"Loyal Customers"
16171,60,1,73.20,"Lost / Inactive"
16172,96,5,1140.21,"At Risk Customers"
16173,16,6,1418.32,"Champions"
16174,127,3,1009.55,"At Risk Customers"
16175,95,4,1037.59,"At Risk Customers"
16177,51,1,331.95,"Lost / Inactive"
16178,139,1,197.90,"At Risk Customers"
16179,61,1,215.83,"Lost / Inactive"
16180,101,8,10254.18,"At Risk Customers"
16181,74,1,305.54,"Lost / Inactive"
16182,73,4,6617.65,"Loyal Customers"
16183,68,1,338.71,"Lost / Inactive"
16184,65,6,1158.79,"Loyal Customers"
16185,17,2,529.41,"New / Recent Customers"
16186,23,12,4006.94,"Champions"
16187,32,15,6911.44,"Loyal Customers"
16188,45,4,981.86,"Loyal Customers"
16189,16,2,215.48,"New / Recent Customers"
16190,41,1,215.08,"Lost / Inactive"
16191,3,13,5180.52,"Champions"
16193,237,1,314.45,"Lost / Inactive"
16198,76,1,400.68,"Lost / Inactive"
16200,5,2,1080.62,"New / Recent Customers"
16201,4,4,1863.47,"Loyal Customers"
16202,361,1,365.27,"Lost / Inactive"
16203,59,4,592.90,"Loyal Customers"
16204,24,1,405.71,"New / Recent Customers"
16205,31,4,761.38,"Loyal Customers"
16206,55,4,537.06,"Loyal Customers"
16207,26,1,394.38,"New / Recent Customers"
16208,45,2,664.26,"Lost / Inactive"
16209,89,5,2262.62,"Loyal Customers"
16210,2,18,21086.30,"Champions"
16211,89,1,547.02,"Lost / Inactive"
16212,20,2,690.34,"New / Recent Customers"
16213,79,1,159.00,"Lost / Inactive"
16214,171,3,1062.75,"At Risk Customers"
16215,81,1,242.35,"Lost / Inactive"
16216,268,1,914.93,"Lost / Inactive"
16217,236,2,304.25,"Lost / Inactive"
16218,30,7,3084.68,"Champions"
16221,37,3,864.86,"Loyal Customers"
16222,319,1,846.72,"Lost / Inactive"
16224,58,4,1295.30,"Loyal Customers"
16225,45,5,1096.32,"Loyal Customers"
16226,204,3,255.12,"Lost / Inactive"
16227,226,1,314.22,"Lost / Inactive"
16229,88,2,1010.60,"Lost / Inactive"
16230,190,2,542.03,"Lost / Inactive"
16232,44,4,990.88,"Loyal Customers"
16233,72,3,536.68,"Loyal Customers"
16235,41,5,867.31,"Loyal Customers"
16236,79,1,432.20,"Lost / Inactive"
16239,57,2,414.20,"Lost / Inactive"
16240,25,2,3718.80,"New / Recent Customers"
16241,10,13,2607.87,"Champions"
16242,9,7,3603.21,"Champions"
16243,34,2,409.10,"Lost / Inactive"
16244,212,2,1522.75,"Lost / Inactive"
16245,24,3,1413.66,"Loyal Customers"
16247,171,1,114.56,"At Risk Customers"
16248,62,1,152.94,"Lost / Inactive"
16249,53,5,1800.07,"Loyal Customers"
16250,262,2,389.44,"Lost / Inactive"
16253,67,2,3683.86,"Lost / Inactive"
16255,17,8,2619.91,"Champions"
16256,267,1,752.43,"Lost / Inactive"
16257,177,1,46.95,"At Risk Customers"
16258,46,5,5203.51,"Loyal Customers"
16260,51,1,1035.45,"Lost / Inactive"
16261,18,4,746.83,"Loyal Customers"
16265,10,9,5447.00,"Champions"
16266,74,7,861.89,"Loyal Customers"
16268,72,2,667.65,"Lost / Inactive"
16270,354,1,1141.24,"Lost / Inactive"
16271,3,5,1429.24,"Champions"
16272,117,1,411.70,"At Risk Customers"
16274,374,1,357.95,"Lost / Inactive"
16275,197,1,559.87,"Lost / Inactive"
16276,177,1,810.60,"At Risk Customers"
16278,101,1,566.38,"At Risk Customers"
16279,22,3,1509.58,"Loyal Customers"
16281,73,1,2062.06,"Lost / Inactive"
16282,340,1,168.30,"Lost / Inactive"
16283,6,5,1570.81,"Champions"
16284,32,2,823.97,"Lost / Inactive"
16287,170,1,142.50,"At Risk Customers"
16292,122,1,302.25,"At Risk Customers"
16293,22,10,2248.99,"Champions"
16295,10,4,1328.55,"Loyal Customers"
16297,269,1,301.90,"Lost / Inactive"
16298,23,3,598.20,"Loyal Customers"
16302,127,1,233.22,"At Risk Customers"
16303,26,3,5360.63,"Loyal Customers"
16305,139,1,361.22,"At Risk Customers"
16306,214,6,632.27,"Lost / Inactive"
16308,38,4,2560.00,"Loyal Customers"
16309,107,2,706.57,"At Risk Customers"
16311,18,2,616.26,"New / Recent Customers"
16313,4,2,274.15,"New / Recent Customers"
16315,331,1,226.37,"Lost / Inactive"
16316,65,8,2938.91,"Loyal Customers"
16317,120,3,1341.65,"At Risk Customers"
16318,36,1,328.15,"Lost / Inactive"
16319,218,1,404.40,"Lost / Inactive"
16320,173,2,1038.46,"At Risk Customers"
16321,73,5,373.65,"Loyal Customers"
16322,2,2,326.75,"New / Recent Customers"
16323,197,1,207.50,"Lost / Inactive"
16324,129,3,428.68,"At Risk Customers"
16325,47,3,594.24,"Loyal Customers"
16326,6,14,3110.96,"Champions"
16327,15,6,3844.22,"Champions"
16330,18,3,251.91,"Loyal Customers"
16332,29,7,1593.20,"Champions"
16333,8,22,26626.80,"Champions"
16337,37,1,151.05,"Lost / Inactive"
16338,158,1,214.80,"At Risk Customers"
16339,285,1,109.95,"Lost / Inactive"
16340,108,1,549.07,"At Risk Customers"
16341,25,4,1971.87,"Loyal Customers"
16342,76,4,322.41,"Loyal Customers"
16343,17,2,370.48,"New / Recent Customers"
16344,159,1,101.10,"At Risk Customers"
16345,45,1,575.41,"Lost / Inactive"
16347,12,2,887.65,"New / Recent Customers"
16348,33,7,1469.45,"Loyal Customers"
16349,291,1,53.50,"Lost / Inactive"
16350,22,4,1116.47,"Loyal Customers"
16351,333,1,153.90,"Lost / Inactive"
16352,18,2,494.44,"New / Recent Customers"
16353,4,23,6675.71,"Champions"
16354,64,2,395.80,"Lost / Inactive"
16356,198,3,211.77,"Lost / Inactive"
16357,34,3,658.88,"Loyal Customers"
16358,2,4,2027.50,"Loyal Customers"
16359,8,9,1750.92,"Champions"
16360,5,6,3512.53,"Champions"
16361,10,4,896.66,"Loyal Customers"
16362,33,5,734.77,"Loyal Customers"
16363,54,1,109.36,"Lost / Inactive"
16364,12,2,707.04,"New / Recent Customers"
16365,18,9,1540.42,"Champions"
16366,19,1,327.30,"New / Recent Customers"
16367,38,2,804.49,"Lost / Inactive"
16368,3,2,497.43,"New / Recent Customers"
16369,19,3,1553.66,"Loyal Customers"
16370,83,4,1320.56,"Loyal Customers"
16372,34,2,367.93,"Lost / Inactive"
16374,67,2,473.03,"Lost / Inactive"
16376,9,2,987.01,"New / Recent Customers"
16377,268,1,676.20,"Lost / Inactive"
16378,248,3,362.95,"Lost / Inactive"
16379,5,4,2157.40,"Loyal Customers"
16380,62,1,1780.59,"Lost / Inactive"
16383,75,2,668.36,"Lost / Inactive"
16384,90,2,584.50,"Lost / Inactive"
16385,61,3,555.89,"Loyal Customers"
16386,29,2,317.20,"New / Recent Customers"
16387,323,1,94.36,"Lost / Inactive"
16389,54,4,1382.07,"Loyal Customers"
16392,270,1,221.19,"Lost / Inactive"
16393,3,13,3046.21,"Champions"
16394,57,5,1555.34,"Loyal Customers"
16395,61,5,1486.90,"Loyal Customers"
16398,155,2,1705.80,"At Risk Customers"
16399,20,2,408.57,"New / Recent Customers"
16400,95,1,303.93,"At Risk Customers"
16401,2,12,4098.32,"Champions"
16402,265,2,299.60,"Lost / Inactive"
16403,313,1,177.50,"Lost / Inactive"
16404,71,1,443.05,"Lost / Inactive"
16405,303,2,167.25,"Lost / Inactive"
16406,19,1,163.07,"New / Recent Customers"
16407,13,10,2126.93,"Champions"
16409,37,5,2028.88,"Loyal Customers"
16411,20,2,214.65,"New / Recent Customers"
16412,54,1,151.83,"Lost / Inactive"
16413,57,1,262.20,"Lost / Inactive"
16414,22,2,126.25,"New / Recent Customers"
16415,45,1,210.35,"Lost / Inactive"
16416,27,3,1051.40,"Loyal Customers"
16418,45,3,675.27,"Loyal Customers"
16419,113,6,972.23,"At Risk Customers"
16422,18,51,34684.40,"Champions"
16423,25,1,346.12,"New / Recent Customers"
16424,192,1,133.56,"Lost / Inactive"
16425,303,1,302.70,"Lost / Inactive"
16426,3,10,1908.25,"Champions"
16427,264,2,241.06,"Lost / Inactive"
16429,107,1,284.55,"At Risk Customers"
16430,58,1,300.85,"Lost / Inactive"
16431,214,3,642.81,"Lost / Inactive"
16432,65,1,287.40,"Lost / Inactive"
16433,29,1,184.26,"New / Recent Customers"
16434,30,7,1522.25,"Champions"
16438,6,5,798.35,"Champions"
16440,8,5,3640.67,"Champions"
16441,68,2,381.20,"Lost / Inactive"
16442,2,3,616.79,"Loyal Customers"
16444,47,4,654.67,"Loyal Customers"
16445,34,1,230.51,"Lost / Inactive"
16446,1,2,168472.50,"New / Recent Customers"
16447,136,1,259.01,"At Risk Customers"
16448,199,1,188.89,"Lost / Inactive"
16449,198,2,707.69,"Lost / Inactive"
16450,150,1,311.92,"At Risk Customers"
16451,88,1,266.97,"Lost / Inactive"
16454,45,2,6.90,"Lost / Inactive"
16455,64,7,1841.18,"Loyal Customers"
16456,100,5,2158.37,"At Risk Customers"
16457,219,1,208.36,"Lost / Inactive"
16458,3,18,3482.74,"Champions"
16460,29,3,814.72,"Loyal Customers"
16461,178,1,151.42,"At Risk Customers"
16462,74,3,136.00,"Loyal Customers"
16463,22,4,1422.40,"Loyal Customers"
16464,20,3,1314.68,"Loyal Customers"
16466,34,7,1603.46,"Loyal Customers"
16468,75,1,74.90,"Lost / Inactive"
16469,24,4,650.43,"Loyal Customers"
16470,52,4,762.39,"Loyal Customers"
16471,275,1,223.95,"Lost / Inactive"
16473,165,3,316.11,"At Risk Customers"
16474,8,7,1871.50,"Champions"
16475,89,4,544.30,"Loyal Customers"
16477,64,7,2494.46,"Loyal Customers"
16478,26,3,331.00,"Loyal Customers"
16479,11,2,300.83,"New / Recent Customers"
16480,76,1,769.29,"Lost / Inactive"
16482,16,1,220.62,"New / Recent Customers"
16483,193,1,139.35,"Lost / Inactive"
16484,174,2,404.30,"At Risk Customers"
16485,78,1,363.65,"Lost / Inactive"
16488,34,3,498.80,"Loyal Customers"
16491,47,1,731.50,"Lost / Inactive"
16493,80,4,1351.63,"Loyal Customers"
16494,297,1,826.53,"Lost / Inactive"
16495,4,3,684.41,"Loyal Customers"
16496,9,3,1599.52,"Loyal Customers"
16497,50,6,2965.69,"Loyal Customers"
16498,162,2,100.97,"At Risk Customers"
16499,361,2,365.45,"Lost / Inactive"
16500,5,6,400.86,"Champions"
16503,107,4,1431.93,"At Risk Customers"
16504,26,1,484.38,"New / Recent Customers"
16505,32,1,777.60,"Lost / Inactive"
16506,20,2,90.30,"New / Recent Customers"
16509,297,1,363.70,"Lost / Inactive"
16510,373,1,248.10,"Lost / Inactive"
16511,22,3,950.26,"Loyal Customers"
16513,5,4,874.59,"Loyal Customers"
16515,53,5,1627.13,"Loyal Customers"
16516,31,1,101.70,"Lost / Inactive"
16517,278,1,162.70,"Lost / Inactive"
16518,62,2,484.32,"Lost / Inactive"
16519,26,2,215.08,"New / Recent Customers"
16520,187,3,1046.57,"Lost / Inactive"
16523,2,21,9418.47,"Champions"
16525,3,26,13027.45,"Champions"
16526,172,1,290.36,"At Risk Customers"
16527,82,1,228.06,"Lost / Inactive"
16528,4,1,244.41,"New / Recent Customers"
16529,191,1,455.25,"Lost / Inactive"
16531,23,7,1244.59,"Champions"
16532,18,3,6748.80,"Loyal Customers"
16533,20,3,1095.56,"Loyal Customers"
16535,6,1,593.75,"New / Recent Customers"
16536,111,1,548.97,"At Risk Customers"
16539,3,4,1388.81,"Loyal Customers"
16542,54,1,119.62,"Lost / Inactive"
16545,165,1,339.30,"At Risk Customers"
16546,291,2,787.15,"Lost / Inactive"
16549,11,10,4154.64,"Champions"
16550,109,5,2298.97,"At Risk Customers"
16551,96,3,922.12,"At Risk Customers"
16552,243,2,379.73,"Lost / Inactive"
16553,164,12,5719.82,"At Risk Customers"
16554,43,3,837.10,"Loyal Customers"
16555,36,2,285.89,"Lost / Inactive"
16556,67,7,3313.79,"Loyal Customers"
16557,25,2,281.85,"New / Recent Customers"
16558,1,20,8338.49,"Champions"
16560,27,2,841.41,"New / Recent Customers"
16561,6,2,511.12,"New / Recent Customers"
16563,54,1,1077.74,"Lost / Inactive"
16565,365,1,173.70,"Lost / Inactive"
16566,16,5,614.66,"Champions"
16567,195,2,865.60,"Lost / Inactive"
16569,4,1,124.20,"New / Recent Customers"
16570,16,10,3738.40,"Champions"
16571,27,3,1421.69,"Loyal Customers"
16572,128,3,1009.60,"At Risk Customers"
16573,85,2,663.61,"Lost / Inactive"
16574,72,1,451.44,"Lost / Inactive"
16581,183,1,105.84,"Lost / Inactive"
16582,114,1,313.62,"At Risk Customers"
16583,374,1,233.45,"Lost / Inactive"
16584,81,2,936.08,"Lost / Inactive"
16586,249,1,463.95,"Lost / Inactive"
16587,233,1,225.15,"Lost / Inactive"
16589,72,3,459.24,"Loyal Customers"
16591,69,1,213.50,"Lost / Inactive"
16592,5,16,4113.68,"Champions"
16593,51,3,330.03,"Loyal Customers"
16594,76,1,181.09,"Lost / Inactive"
16595,62,1,360.16,"Lost / Inactive"
16596,16,2,250.15,"New / Recent Customers"
16597,5,1,90.04,"New / Recent Customers"
16598,286,1,145.05,"Lost / Inactive"
16600,5,6,813.52,"Champions"
16601,41,1,244.80,"Lost / Inactive"
16602,37,1,528.08,"Lost / Inactive"
16603,75,2,482.47,"Lost / Inactive"
16607,18,14,3347.71,"Champions"
16609,16,7,5493.46,"Champions"
16610,220,1,75.66,"Lost / Inactive"
16611,187,1,129.49,"Lost / Inactive"
16612,33,4,1187.66,"Loyal Customers"
16613,71,1,618.59,"Lost / Inactive"
16614,183,1,506.19,"Lost / Inactive"
16616,16,2,500.42,"New / Recent Customers"
16617,236,1,151.85,"Lost / Inactive"
16618,32,5,2647.59,"Loyal Customers"
16619,264,1,226.21,"Lost / Inactive"
16620,4,2,178.96,"New / Recent Customers"
16621,52,4,813.48,"Loyal Customers"
16623,246,1,129.45,"Lost / Inactive"
16624,81,2,810.57,"Lost / Inactive"
16625,275,1,333.08,"Lost / Inactive"
16626,1,17,4413.10,"Champions"
16627,80,1,322.80,"Lost / Inactive"
16628,30,5,2188.05,"Champions"
16629,74,2,417.73,"Lost / Inactive"
16633,18,6,2883.10,"Champions"
16634,223,2,217.90,"Lost / Inactive"
16637,33,4,1154.47,"Loyal Customers"
16638,23,10,1680.72,"Champions"
16639,32,3,1257.51,"Loyal Customers"
16641,106,1,231.10,"At Risk Customers"
16642,5,2,688.33,"New / Recent Customers"
16643,246,1,487.51,"Lost / Inactive"
16644,178,2,833.78,"At Risk Customers"
16647,170,2,214.06,"At Risk Customers"
16648,43,1,290.66,"Lost / Inactive"
16650,72,1,518.42,"Lost / Inactive"
16652,59,7,6773.97,"Loyal Customers"
16653,17,2,1212.66,"New / Recent Customers"
16654,142,4,601.27,"At Risk Customers"
16655,18,6,3794.52,"Champions"
16656,23,15,8625.80,"Champions"
16657,10,4,933.62,"Loyal Customers"
16658,369,1,123.24,"Lost / Inactive"
16659,190,1,39.12,"Lost / Inactive"
16660,17,4,1267.65,"Loyal Customers"
16665,363,1,135.40,"Lost / Inactive"
16666,20,1,118.98,"New / Recent Customers"
16667,69,2,570.13,"Lost / Inactive"
16668,16,6,306.72,"Champions"
16669,24,3,1374.87,"Loyal Customers"
16670,17,11,4095.90,"Champions"
16671,29,3,1692.27,"Loyal Customers"
16672,3,20,8134.94,"Champions"
16674,55,2,319.61,"Lost / Inactive"
16676,34,4,1592.12,"Loyal Customers"
16678,3,12,3109.99,"Champions"
16679,367,1,129.75,"Lost / Inactive"
16680,44,1,183.70,"Lost / Inactive"
16681,73,6,1770.34,"Loyal Customers"
16682,5,5,1028.00,"Champions"
16684,5,28,66653.56,"Champions"
16685,62,2,324.24,"Lost / Inactive"
16686,48,7,3062.83,"Loyal Customers"
16688,2,4,1260.86,"Loyal Customers"
16689,76,2,422.60,"Lost / Inactive"
16690,73,2,225.58,"Lost / Inactive"
16692,257,2,1276.00,"Lost / Inactive"
16693,69,2,482.01,"Lost / Inactive"
16696,136,4,657.90,"At Risk Customers"
16697,242,1,112.75,"Lost / Inactive"
16698,227,2,1998.00,"Lost / Inactive"
16700,9,13,5076.55,"Champions"
16701,9,13,5398.30,"Champions"
16705,1,20,14034.99,"Champions"
16706,38,3,531.35,"Loyal Customers"
16708,46,1,656.63,"Lost / Inactive"
16709,85,5,3029.87,"Loyal Customers"
16710,20,10,2483.04,"Champions"
16711,4,5,1651.03,"Champions"
16712,10,11,3645.43,"Champions"
16713,19,15,6923.13,"Champions"
16714,219,3,1161.53,"Lost / Inactive"
16715,79,1,301.72,"Lost / Inactive"
16716,267,2,901.20,"Lost / Inactive"
16717,24,6,3858.38,"Champions"
16718,370,1,623.75,"Lost / Inactive"
16719,15,7,1790.42,"Champions"
16720,27,1,155.24,"New / Recent Customers"
16721,263,1,292.47,"Lost / Inactive"
16722,18,13,4730.81,"Champions"
16723,92,2,589.15,"At Risk Customers"
16725,303,7,781.02,"Lost / Inactive"
16726,27,5,1382.02,"Champions"
16727,365,1,272.82,"Lost / Inactive"
16728,47,4,1054.67,"Loyal Customers"
16729,39,21,7239.92,"Loyal Customers"
16730,53,3,743.11,"Loyal Customers"
16732,32,1,603.75,"Lost / Inactive"
16734,53,3,650.51,"Loyal Customers"
16735,79,5,2300.56,"Loyal Customers"
16737,54,1,417.60,"Lost / Inactive"
16738,298,1,3.75,"Lost / Inactive"
16739,177,1,323.00,"At Risk Customers"
16742,47,1,464.90,"Lost / Inactive"
16743,30,7,2238.09,"Champions"
16744,12,7,1304.76,"Champions"
16745,87,17,7194.30,"Loyal Customers"
16746,5,18,6697.66,"Champions"
16747,38,2,836.06,"Lost / Inactive"
16748,18,5,1515.90,"Champions"
16750,45,5,623.93,"Loyal Customers"
16751,31,1,1764.72,"Lost / Inactive"
16752,373,1,207.50,"Lost / Inactive"
16753,59,1,223.92,"Lost / Inactive"
16754,373,1,2002.40,"Lost / Inactive"
16755,115,3,1496.83,"At Risk Customers"
16756,215,1,239.40,"Lost / Inactive"
16757,319,1,106.83,"Lost / Inactive"
16758,66,1,369.34,"Lost / Inactive"
16759,8,3,789.79,"Loyal Customers"
16761,97,1,316.62,"At Risk Customers"
16762,20,3,1501.38,"Loyal Customers"
16763,199,1,611.85,"Lost / Inactive"
16764,4,13,2799.25,"Champions"
16765,295,1,34.00,"Lost / Inactive"
16766,274,2,1145.60,"Lost / Inactive"
16767,31,11,5580.60,"Loyal Customers"
16768,48,3,478.09,"Loyal Customers"
16769,261,1,380.39,"Lost / Inactive"
16770,58,5,770.10,"Loyal Customers"
16771,34,5,2246.81,"Loyal Customers"
16773,58,1,171.59,"Lost / Inactive"
16774,68,4,661.52,"Loyal Customers"
16775,11,11,1695.66,"Champions"
16776,61,1,388.28,"Lost / Inactive"
16777,81,2,226.35,"Lost / Inactive"
16778,75,2,245.94,"Lost / Inactive"
16779,3,22,10629.72,"Champions"
16780,101,2,425.19,"At Risk Customers"
16781,373,1,311.25,"Lost / Inactive"
16782,11,13,2279.90,"Champions"
16784,20,1,107.60,"New / Recent Customers"
16788,124,2,597.48,"At Risk Customers"
16789,9,1,80.80,"New / Recent Customers"
16790,4,6,1545.62,"Champions"
16791,30,7,1721.78,"Champions"
16792,283,2,110.38,"Lost / Inactive"
16793,58,1,243.84,"Lost / Inactive"
16794,2,10,1222.71,"Champions"
16795,366,1,414.88,"Lost / Inactive"
16796,90,1,305.62,"Lost / Inactive"
16800,12,1,1201.49,"New / Recent Customers"
16801,164,4,1619.73,"At Risk Customers"
16803,66,1,332.30,"Lost / Inactive"
16804,24,3,536.99,"Loyal Customers"
16805,174,2,460.59,"At Risk Customers"
16806,104,4,801.49,"At Risk Customers"
16807,143,3,1121.59,"At Risk Customers"
16808,100,2,288.42,"At Risk Customers"
16809,24,5,914.69,"Champions"
16810,193,1,309.54,"Lost / Inactive"
16811,5,2,547.07,"New / Recent Customers"
16812,361,1,479.35,"Lost / Inactive"
16813,9,10,1692.98,"Champions"
16814,15,21,6509.10,"Champions"
16816,104,4,417.06,"At Risk Customers"
16817,3,9,1604.75,"Champions"
16818,11,11,3349.57,"Champions"
16820,96,1,497.61,"At Risk Customers"
16823,228,1,358.38,"Lost / Inactive"
16824,16,2,460.64,"New / Recent Customers"
16825,39,2,775.18,"Lost / Inactive"
16826,52,1,341.70,"Lost / Inactive"
16828,94,2,128.50,"At Risk Customers"
16829,157,1,197.22,"At Risk Customers"
16830,39,1,325.91,"Lost / Inactive"
16832,185,3,199.15,"Lost / Inactive"
16833,2,4,1106.53,"Loyal Customers"
16834,228,1,413.46,"Lost / Inactive"
16835,129,2,180.85,"At Risk Customers"
16836,40,2,251.87,"Lost / Inactive"
16837,32,11,3170.98,"Loyal Customers"
16838,198,2,588.85,"Lost / Inactive"
16839,9,34,16594.35,"Champions"
